game_title,asian_title,game_title_item,title_id,additional_info,region,content_id,url
PW: Project Witch,リルテメイド服,PW: Project Witch リルテメイド服,ULJM-05470,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0747-ULJM05470_00-0000000000000011,JP,JP0747-ULJM05470_00-0000000000000011,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0747-ULJM05470_00-0000000000000011
PW: Project Witch,レトロシック,PW: Project Witch レトロシック,ULJM-05470,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0747-ULJM05470_00-0000000000000012,JP,JP0747-ULJM05470_00-0000000000000012,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0747-ULJM05470_00-0000000000000012
PW: Project Witch,ピンクキャミ,PW: Project Witch ピンクキャミ,ULJM-05470,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0747-ULJM05470_00-0000000000000013,JP,JP0747-ULJM05470_00-0000000000000013,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0747-ULJM05470_00-0000000000000013
PW: Project Witch,香月舞,PW: Project Witch 香月舞,ULJM-05470,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0747-ULJM05470_00-0000000000000014,JP,JP0747-ULJM05470_00-0000000000000014,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0747-ULJM05470_00-0000000000000014
PW: Project Witch,マジカルエミ,PW: Project Witch マジカルエミ,ULJM-05470,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0747-ULJM05470_00-0000000000000015,JP,JP0747-ULJM05470_00-0000000000000015,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0747-ULJM05470_00-0000000000000015
PW: Project Witch,ファンタジー,PW: Project Witch ファンタジー,ULJM-05470,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0747-ULJM05470_00-0000000000000017,JP,JP0747-ULJM05470_00-0000000000000017,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0747-ULJM05470_00-0000000000000017
PW: Project Witch,はっぴ,PW: Project Witch はっぴ,ULJM-05470,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0747-ULJM05470_00-0000000000000018,JP,JP0747-ULJM05470_00-0000000000000018,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0747-ULJM05470_00-0000000000000018
PW: Project Witch,マールメイド服,PW: Project Witch マールメイド服,ULJM-05470,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0747-ULJM05470_00-0000000000000019,JP,JP0747-ULJM05470_00-0000000000000019,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0747-ULJM05470_00-0000000000000019
PW: Project Witch,デイジー,PW: Project Witch デイジー,ULJM-05470,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0747-ULJM05470_00-0000000000000021,JP,JP0747-ULJM05470_00-0000000000000021,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0747-ULJM05470_00-0000000000000021
PW: Project Witch,チェックフリル,PW: Project Witch チェックフリル,ULJM-05470,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0747-ULJM05470_00-0000000000000022,JP,JP0747-ULJM05470_00-0000000000000022,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0747-ULJM05470_00-0000000000000022
PW: Project Witch,パティシエ,PW: Project Witch パティシエ,ULJM-05470,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0747-ULJM05470_00-0000000000000023,JP,JP0747-ULJM05470_00-0000000000000023,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0747-ULJM05470_00-0000000000000023
PW: Project Witch,ペルシャ,PW: Project Witch ペルシャ,ULJM-05470,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0747-ULJM05470_00-0000000000000024,JP,JP0747-ULJM05470_00-0000000000000024,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0747-ULJM05470_00-0000000000000024
PW: Project Witch,ハロウィン,PW: Project Witch ハロウィン,ULJM-05470,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0747-ULJM05470_00-0000000000000026,JP,JP0747-ULJM05470_00-0000000000000026,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0747-ULJM05470_00-0000000000000026
PW: Project Witch,バルーンワンピ,PW: Project Witch バルーンワンピ,ULJM-05470,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0747-ULJM05470_00-0000000000000027,JP,JP0747-ULJM05470_00-0000000000000027,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0747-ULJM05470_00-0000000000000027
PW: Project Witch,チョコワンピ,PW: Project Witch チョコワンピ,ULJM-05470,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0747-ULJM05470_00-0000000000000028,JP,JP0747-ULJM05470_00-0000000000000028,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0747-ULJM05470_00-0000000000000028
PW: Project Witch,トナカイ,PW: Project Witch トナカイ,ULJM-05470,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0747-ULJM05470_00-0000000000000029,JP,JP0747-ULJM05470_00-0000000000000029,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0747-ULJM05470_00-0000000000000029
PW: Project Witch,アオザイ,PW: Project Witch アオザイ,ULJM-05470,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0747-ULJM05470_00-0000000000000030,JP,JP0747-ULJM05470_00-0000000000000030,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0747-ULJM05470_00-0000000000000030
PW: Project Witch,エンジェル,PW: Project Witch エンジェル,ULJM-05470,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0747-ULJM05470_00-0000000000000031,JP,JP0747-ULJM05470_00-0000000000000031,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0747-ULJM05470_00-0000000000000031
Maid Paradise Mezase! Maid Number One!,メイド☆ぱらだいす ～目指せ！メイドナンバーワン！～,Maid Paradise Mezase! Maid Number One! メイド☆ぱらだいす ～目指せ！メイドナンバーワン！～,NPJH-00099,,JP,,
Maid Paradise Mezase! Maid Number One!,『結城小春』コスチューム～小春の体操着～,Maid Paradise Mezase! Maid Number One! 『結城小春』コスチューム～小春の体操着～,NPJH-00099,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0604-NPJH00099_00-MAIDPARADLCC0102,JP,JP0604-NPJH00099_00-MAIDPARADLCC0102,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0604-NPJH00099_00-MAIDPARADLCC0102
Maid Paradise Mezase! Maid Number One!,『結城小春』コスチューム～お兄ちゃんのＹシャツ～,Maid Paradise Mezase! Maid Number One! 『結城小春』コスチューム～お兄ちゃんのＹシャツ～,NPJH-00099,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0604-NPJH00099_00-MAIDPARADLCC0103,JP,JP0604-NPJH00099_00-MAIDPARADLCC0103,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0604-NPJH00099_00-MAIDPARADLCC0103
Maid Paradise Mezase! Maid Number One!,『結城小春』コスチューム～魅惑の小悪魔～,Maid Paradise Mezase! Maid Number One! 『結城小春』コスチューム～魅惑の小悪魔～,NPJH-00099,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0604-NPJH00099_00-MAIDPARADLCC0104,JP,JP0604-NPJH00099_00-MAIDPARADLCC0104,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0604-NPJH00099_00-MAIDPARADLCC0104
Maid Paradise Mezase! Maid Number One!,追加キャラクター～浅見　萌～,Maid Paradise Mezase! Maid Number One! 追加キャラクター～浅見　萌～,NPJH-00099,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0604-NPJH00099_00-MAIDPARADLCC0201,JP,JP0604-NPJH00099_00-MAIDPARADLCC0201,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0604-NPJH00099_00-MAIDPARADLCC0201
Maid Paradise Mezase! Maid Number One!,『浅見萌』コスチューム ～チアのユニフォーム～,Maid Paradise Mezase! Maid Number One! 『浅見萌』コスチューム ～チアのユニフォーム～,NPJH-00099,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0604-NPJH00099_00-MAIDPARADLCC0202,JP,JP0604-NPJH00099_00-MAIDPARADLCC0202,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0604-NPJH00099_00-MAIDPARADLCC0202
Maid Paradise Mezase! Maid Number One!,『浅見萌』コスチューム～ワイルドキャット～,Maid Paradise Mezase! Maid Number One! 『浅見萌』コスチューム～ワイルドキャット～,NPJH-00099,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0604-NPJH00099_00-MAIDPARADLCC0203,JP,JP0604-NPJH00099_00-MAIDPARADLCC0203,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0604-NPJH00099_00-MAIDPARADLCC0203
Maid Paradise Mezase! Maid Number One!,『浅見萌』コスチューム ～可愛いバスタオル～,Maid Paradise Mezase! Maid Number One! 『浅見萌』コスチューム ～可愛いバスタオル～,NPJH-00099,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0604-NPJH00099_00-MAIDPARADLCC0204,JP,JP0604-NPJH00099_00-MAIDPARADLCC0204,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0604-NPJH00099_00-MAIDPARADLCC0204
Maid Paradise Mezase! Maid Number One!,追加キャラクター ～末広　結衣～,Maid Paradise Mezase! Maid Number One! 追加キャラクター ～末広　結衣～,NPJH-00099,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0604-NPJH00099_00-MAIDPARADLCC0301,JP,JP0604-NPJH00099_00-MAIDPARADLCC0301,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0604-NPJH00099_00-MAIDPARADLCC0301
Maid Paradise Mezase! Maid Number One!,『末広結衣』コスチューム ～女教師の誘惑～,Maid Paradise Mezase! Maid Number One! 『末広結衣』コスチューム ～女教師の誘惑～,NPJH-00099,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0604-NPJH00099_00-MAIDPARADLCC0302,JP,JP0604-NPJH00099_00-MAIDPARADLCC0302,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0604-NPJH00099_00-MAIDPARADLCC0302
Maid Paradise Mezase! Maid Number One!,『末広結衣』コスチューム ～アイドルの衣装～,Maid Paradise Mezase! Maid Number One! 『末広結衣』コスチューム ～アイドルの衣装～,NPJH-00099,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0604-NPJH00099_00-MAIDPARADLCC0303,JP,JP0604-NPJH00099_00-MAIDPARADLCC0303,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0604-NPJH00099_00-MAIDPARADLCC0303
Maid Paradise Mezase! Maid Number One!,『末広結衣』コスチューム～セクシーチャイナ～,Maid Paradise Mezase! Maid Number One! 『末広結衣』コスチューム～セクシーチャイナ～,NPJH-00099,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0604-NPJH00099_00-MAIDPARADLCC0304,JP,JP0604-NPJH00099_00-MAIDPARADLCC0304,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0604-NPJH00099_00-MAIDPARADLCC0304
Maid Paradise Mezase! Maid Number One!,『結城小春』撮影小物～色が変わる不思議マット～,Maid Paradise Mezase! Maid Number One! 『結城小春』撮影小物～色が変わる不思議マット～,NPJH-00099,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0604-NPJH00099_00-MAIDPARADLCO0101,JP,JP0604-NPJH00099_00-MAIDPARADLCO0101,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0604-NPJH00099_00-MAIDPARADLCO0101
Maid Paradise Mezase! Maid Number One!,『結城小春』撮影小物～モノクマのぬいぐるみ～,Maid Paradise Mezase! Maid Number One! 『結城小春』撮影小物～モノクマのぬいぐるみ～,NPJH-00099,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0604-NPJH00099_00-MAIDPARADLCO0102,JP,JP0604-NPJH00099_00-MAIDPARADLCO0102,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0604-NPJH00099_00-MAIDPARADLCO0102
Maid Paradise Mezase! Maid Number One!,『結城小春』撮影小物～鉄棒の練習～,Maid Paradise Mezase! Maid Number One! 『結城小春』撮影小物～鉄棒の練習～,NPJH-00099,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0604-NPJH00099_00-MAIDPARADLCO0103,JP,JP0604-NPJH00099_00-MAIDPARADLCO0103,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0604-NPJH00099_00-MAIDPARADLCO0103
Maid Paradise Mezase! Maid Number One!,『浅見萌』撮影小物 ～チアのポンポン～,Maid Paradise Mezase! Maid Number One! 『浅見萌』撮影小物 ～チアのポンポン～,NPJH-00099,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0604-NPJH00099_00-MAIDPARADLCO0201,JP,JP0604-NPJH00099_00-MAIDPARADLCO0201,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0604-NPJH00099_00-MAIDPARADLCO0201
Maid Paradise Mezase! Maid Number One!,『浅見萌』撮影小物 ～ロデオマシーン～,Maid Paradise Mezase! Maid Number One! 『浅見萌』撮影小物 ～ロデオマシーン～,NPJH-00099,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0604-NPJH00099_00-MAIDPARADLCO0202,JP,JP0604-NPJH00099_00-MAIDPARADLCO0202,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0604-NPJH00099_00-MAIDPARADLCO0202
Maid Paradise Mezase! Maid Number One!,『浅見萌』撮影小物～フラフープ～,Maid Paradise Mezase! Maid Number One! 『浅見萌』撮影小物～フラフープ～,NPJH-00099,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0604-NPJH00099_00-MAIDPARADLCO0203,JP,JP0604-NPJH00099_00-MAIDPARADLCO0203,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0604-NPJH00099_00-MAIDPARADLCO0203
Maid Paradise Mezase! Maid Number One!,『末広結衣』撮影小物 ～個人授業セット～,Maid Paradise Mezase! Maid Number One! 『末広結衣』撮影小物 ～個人授業セット～,NPJH-00099,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0604-NPJH00099_00-MAIDPARADLCO0301,JP,JP0604-NPJH00099_00-MAIDPARADLCO0301,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0604-NPJH00099_00-MAIDPARADLCO0301
Maid Paradise Mezase! Maid Number One!,『末広結衣』撮影小物 ～ポールダンスのポール～,Maid Paradise Mezase! Maid Number One! 『末広結衣』撮影小物 ～ポールダンスのポール～,NPJH-00099,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0604-NPJH00099_00-MAIDPARADLCO0302,JP,JP0604-NPJH00099_00-MAIDPARADLCO0302,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0604-NPJH00099_00-MAIDPARADLCO0302
Maid Paradise Mezase! Maid Number One!,『末広結衣』撮影小物 ～熱血サンドバッグ～,Maid Paradise Mezase! Maid Number One! 『末広結衣』撮影小物 ～熱血サンドバッグ～,NPJH-00099,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0604-NPJH00099_00-MAIDPARADLCO0303,JP,JP0604-NPJH00099_00-MAIDPARADLCO0303,https://store.sonyentertainmentnetwork.com/#!/ja-jp/cid=JP0604-NPJH00099_00-MAIDPARADLCO0303
Stellar * Theater Portable,Stellar☆Theater Portable,Stellar * Theater Portable Stellar☆Theater Portable,ULJM-06224,,JP,,
Stellar * Shooter Portable,limited edition copies bonus,Stellar * Shooter Portable limited edition copies bonus,ULJM-06224,,JP,,http://www.cyberfront.co.jp/title/stellartheater/privilege.html
Bakumatsu Revolution,バクマツ☆維新伝,Bakumatsu Revolution バクマツ☆維新伝,NPJH-00053,,JP,,
Bakumatsu Revolution,スターターパック,Bakumatsu Revolution スターターパック,NPJH-00053,http://bakumatsu.acquire.co.jp/download/story/story.html,JP,,http://bakumatsu.acquire.co.jp/download/story/story.html
Bakumatsu Revolution,クエストパック 坂本龍馬編,Bakumatsu Revolution クエストパック 坂本龍馬編,NPJH-00053,http://bakumatsu.acquire.co.jp/download/questpack/questpack.html,JP,,http://bakumatsu.acquire.co.jp/download/questpack/questpack.html
Bakumatsu Revolution,クエストパック 新鮮組編,Bakumatsu Revolution クエストパック 新鮮組編,NPJH-00053,http://bakumatsu.acquire.co.jp/download/questpack/questpack.html,JP,,http://bakumatsu.acquire.co.jp/download/questpack/questpack.html
Bakumatsu Revolution,クエストパック 弩級妖怪編,Bakumatsu Revolution クエストパック 弩級妖怪編,NPJH-00053,http://bakumatsu.acquire.co.jp/download/questpack/questpack.html,JP,,http://bakumatsu.acquire.co.jp/download/questpack/questpack.html
Bakumatsu Revolution,クエストパック BKM48編,Bakumatsu Revolution クエストパック BKM48編,NPJH-00053,http://bakumatsu.acquire.co.jp/download/questpack/questpack.html,JP,,http://bakumatsu.acquire.co.jp/download/questpack/questpack.html
Bakumatsu Revolution,鬼切丸,Bakumatsu Revolution 鬼切丸,NPJH-00053,http://bakumatsu.acquire.co.jp/download/additem/additem.html,JP,,http://bakumatsu.acquire.co.jp/download/additem/additem.html
Bakumatsu Revolution,金砕棒,Bakumatsu Revolution 金砕棒,NPJH-00053,http://bakumatsu.acquire.co.jp/download/additem/additem.html,JP,,http://bakumatsu.acquire.co.jp/download/additem/additem.html
Bakumatsu Revolution,孫一銃,Bakumatsu Revolution 孫一銃,NPJH-00053,http://bakumatsu.acquire.co.jp/download/additem/additem.html,JP,,http://bakumatsu.acquire.co.jp/download/additem/additem.html
Bakumatsu Revolution,佩楯,Bakumatsu Revolution 佩楯,NPJH-00053,http://bakumatsu.acquire.co.jp/download/additem/additem.html,JP,,http://bakumatsu.acquire.co.jp/download/additem/additem.html
Bakumatsu Revolution,帰還呪符,Bakumatsu Revolution 帰還呪符,NPJH-00053,http://bakumatsu.acquire.co.jp/download/additem/additem.html,JP,,http://bakumatsu.acquire.co.jp/download/additem/additem.html
Bakumatsu Revolution,属性玉・火,Bakumatsu Revolution 属性玉・火,NPJH-00053,http://bakumatsu.acquire.co.jp/download/additem/additem.html,JP,,http://bakumatsu.acquire.co.jp/download/additem/additem.html
Bakumatsu Revolution,属性玉・氷,Bakumatsu Revolution 属性玉・氷,NPJH-00053,http://bakumatsu.acquire.co.jp/download/additem/additem.html,JP,,http://bakumatsu.acquire.co.jp/download/additem/additem.html
Bakumatsu Revolution,属性玉・雷,Bakumatsu Revolution 属性玉・雷,NPJH-00053,http://bakumatsu.acquire.co.jp/download/additem/additem.html,JP,,http://bakumatsu.acquire.co.jp/download/additem/additem.html
Bakumatsu Revolution,属性玉・土,Bakumatsu Revolution 属性玉・土,NPJH-00053,http://bakumatsu.acquire.co.jp/download/additem/additem.html,JP,,http://bakumatsu.acquire.co.jp/download/additem/additem.html
Bakumatsu Revolution,皆復薬,Bakumatsu Revolution 皆復薬,NPJH-00053,http://bakumatsu.acquire.co.jp/download/additem/additem.html,JP,,http://bakumatsu.acquire.co.jp/download/additem/additem.html
Bakumatsu Revolution,皆膳薬,Bakumatsu Revolution 皆膳薬,NPJH-00053,http://bakumatsu.acquire.co.jp/download/additem/additem.html,JP,,http://bakumatsu.acquire.co.jp/download/additem/additem.html
Bakumatsu Revolution,万解薬,Bakumatsu Revolution 万解薬,NPJH-00053,http://bakumatsu.acquire.co.jp/download/additem/additem.html,JP,,http://bakumatsu.acquire.co.jp/download/additem/additem.html
Bakumatsu Revolution,炯眼薬,Bakumatsu Revolution 炯眼薬,NPJH-00053,http://bakumatsu.acquire.co.jp/download/additem/additem.html,JP,,http://bakumatsu.acquire.co.jp/download/additem/additem.html
Bakumatsu Revolution,上強化玉・刀,Bakumatsu Revolution 上強化玉・刀,NPJH-00053,http://bakumatsu.acquire.co.jp/download/additem/additem.html,JP,,http://bakumatsu.acquire.co.jp/download/additem/additem.html
Bakumatsu Revolution,上強化玉・錫杖,Bakumatsu Revolution 上強化玉・錫杖,NPJH-00053,http://bakumatsu.acquire.co.jp/download/additem/additem.html,JP,,http://bakumatsu.acquire.co.jp/download/additem/additem.html
Bakumatsu Revolution,上強化玉・銃,Bakumatsu Revolution 上強化玉・銃,NPJH-00053,http://bakumatsu.acquire.co.jp/download/additem/additem.html,JP,,http://bakumatsu.acquire.co.jp/download/additem/additem.html
